venue,user,year,doy,dow,hour,lon,lat,senti_val
Ephesus Pizza,budherrodjr,2015,72,5,16,-80.0025,40.4398,0.000
Ephesus Pizza,budherrodjr,2014,157,5,16,-80.0025,40.4398,0.000
Ephesus Pizza,budherrodjr,2014,87,5,16,-80.0025,40.4398,0.000
Buchanan Ingersoll,hneuman85,2015,310,5,12,-79.9990,40.4377,0.000
Citizens Bank,johanna_swank,2015,56,3,13,-80.0970,40.4000,0.000
Citizens Bank,johanna_swank,2015,56,3,13,-80.0970,40.4000,0.000
My Work,Melyn71,2014,80,5,18,-79.8617,40.4433,0.000
Browns Hill and Imogen Bus Stop,IPhillyBoy2011,2014,80,5,3,-79.9242,40.4154,-0.196
Browns Hill and Imogen Bus Stop,IPhillyBoy2011,2014,80,5,3,-79.9242,40.4154,-0.196
the squirrel hill night market,rashad_prada,2015,269,6,22,-79.9228,40.4366,0.000
the squirrel hill night market,rashad_prada,2015,269,6,22,-79.9228,40.4366,0.000
Port Authority Steel Plaza Station,Rock02013,2015,143,6,14,-79.9952,40.4401,0.126
Port Authority Steel Plaza Station,GCASSAT,2014,112,2,21,-79.9952,40.4401,0.140
Caff Mona,mrstevegross,2015,45,6,16,-79.9544,40.4658,0.000
Caff Mona,Chad_calcagno,2014,67,6,18,-79.9544,40.4658,0.000
Caff Mona,mrstevegross,2015,45,6,16,-79.9544,40.4658,0.000
Caff Mona,Chad_calcagno,2014,67,6,18,-79.9544,40.4658,0.000
Sky Rocket,RandPitt,2015,196,3,15,-79.8643,40.3860,0.000
Sky Rocket,RandPitt,2015,196,3,15,-79.8643,40.3860,0.000
Little Tokyo,angidas,2015,303,5,15,-80.0444,40.3817,0.000
Little Tokyo,JannaMarie16,2014,101,5,22,-79.9753,40.4283,0.000
Little Tokyo,kirbypuckett,2014,305,6,23,-80.0444,40.3817,0.000
Little Tokyo,AbbyDinges,2014,145,0,23,-80.0444,40.3817,0.000
Little Tokyo,JannaMarie16,2014,101,5,22,-79.9753,40.4283,0.000
Little Tokyo,Jessi_said_what,2015,71,4,1,-79.9753,40.4283,0.000
Little Tokyo,mrstevegross,2014,102,6,23,-79.9753,40.4283,0.000
Carnegie Mellon University,Muffin_C,2015,303,5,2,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,275,5,3,-79.9434,40.4441,0.000
Carnegie Mellon University,johnvoorhees,2014,179,6,19,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,275,5,3,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,281,4,0,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,275,5,3,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,281,4,0,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,275,5,3,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,275,5,3,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,281,4,0,-79.9434,40.4441,0.000
Carnegie Mellon University,johnvoorhees,2014,179,6,19,-79.9434,40.4441,0.000
Carnegie Mellon University,Muffin_C,2015,237,2,0,-79.9434,40.4441,0.000
Carnegie Library Of Pittsburgh,talesfromtrish,2014,222,0,18,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,30,4,16,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,idreamoftravel,2014,53,6,17,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,chuck629,2014,39,6,18,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,chuck629,2014,39,6,18,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,pastordayton,2014,199,5,0,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,247,4,14,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,ThisOtherJoe,2014,24,5,12,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,bginley,2014,165,6,17,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,128,4,13,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,58,4,15,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,155,3,14,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,tashiaw,2014,95,6,19,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,joncmu,2014,150,5,20,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,105,2,16,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,J_Anthony_,2014,89,0,18,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,91,2,15,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,joncmu,2014,172,6,19,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,timparenti,2014,99,3,23,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,chuck629,2014,39,6,18,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,chuck629,2014,39,6,18,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,ShelbyT20,2014,41,1,23,-79.9264,40.4608,0.254
Carnegie Library Of Pittsburgh,ShelbyT20,2014,98,2,22,-79.9264,40.4608,0.254
Carnegie Library Of Pittsburgh,Cupcay75,2014,153,1,12,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,Cupcay75,2014,153,1,12,-79.9974,40.4414,0.000
Carnegie Library Of Pittsburgh,ShelbyT20,2015,247,5,17,-79.9264,40.4608,0.236
Carnegie Library Of Pittsburgh,ShelbyT20,2015,259,3,17,-79.9264,40.4608,0.236
Carnegie Library Of Pittsburgh,joncmu,2014,150,5,20,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,105,2,16,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,J_Anthony_,2014,89,0,18,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,SWSondheimer,2014,91,2,15,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,joncmu,2014,172,6,19,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,timparenti,2014,99,3,23,-79.9509,40.4427,0.000
Carnegie Library Of Pittsburgh,m_Erocrush,2015,187,1,20,-79.9264,40.4608,0.236
Carnegie Library Of Pittsburgh,ShelbyT20,2014,41,1,23,-79.9264,40.4608,0.254
Carnegie Library Of Pittsburgh,ShelbyT20,2014,98,2,22,-79.9264,40.4608,0.254
Extreme Fitness II,Schmidtburgh,2014,41,1,13,-80.0708,40.3906,0.259
Extreme Fitness II,Schmidtburgh,2014,49,2,14,-80.0708,40.3906,0.259
St. Ann Hall,Kneal46,2015,77,3,1,-79.9875,40.4361,0.000
St. Ann Hall,Kneal46,2015,77,3,1,-79.9875,40.4361,0.000
St. Ann Hall,Kneal46,2014,301,2,18,-79.9875,40.4361,0.000
Braddock's Crossing,IPhillyBoy2011,2014,63,2,22,-79.8629,40.3848,0.000
Bus Stop Forbes &amp; Morewood,joncmu,2014,32,6,15,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,33,0,18,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,31,5,16,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,34,1,18,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,32,6,15,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,33,0,18,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,31,5,16,-79.9432,40.4447,-0.216
Bus Stop Forbes &amp; Morewood,joncmu,2014,34,1,18,-79.9432,40.4447,-0.216
Wright's Gym/Krav Maga,JIMMYT_MCFC,2014,24,5,21,-80.0697,40.4406,0.000
Wright's Gym/Krav Maga,JIMMYT_MCFC,2014,146,1,12,-80.0697,40.4406,0.000
Cambridge Court Gym,IPhillyBoy2011,2014,57,3,22,-79.8833,40.4315,0.000
Steel Valley Senior High School,LanceWoolheater,2015,25,0,19,-79.9001,40.3894,0.000
Steel Valley Senior High School,LanceWoolheater,2015,25,0,19,-79.9001,40.3894,0.000
Papa Sean's Pizzeria,seandolinar,2014,147,2,0,-79.9658,40.4639,0.000
Papa Sean's Pizzeria,seandolinar,2014,147,2,0,-79.9658,40.4639,0.000
Bagels,Twism44,2014,87,5,15,-80.0455,40.4185,0.000
Bagels,imesumukh,2015,178,6,18,-79.9546,40.4415,0.000
Musik Express,techburgh,2015,200,0,0,-79.8660,40.3875,0.000
Paul's automotive,IPhillyBoy2011,2014,113,3,19,-79.9988,40.4566,0.000
Paul's automotive,IPhillyBoy2011,2014,113,3,19,-79.9988,40.4566,0.000
Paul's automotive,IPhillyBoy2011,2014,113,3,19,-79.9988,40.4566,0.000
Paul's automotive,IPhillyBoy2011,2014,113,3,19,-79.9988,40.4566,0.000
Paul's automotive,IPhillyBoy2011,2014,113,3,19,-79.9988,40.4566,0.000
Point Park University,UmtKaplan1905,2015,219,5,13,-80.0019,40.4387,0.000
Jack Rabbit,AttractionsOOTL,2015,158,0,16,-79.8632,40.3870,0.000
Jack Rabbit,renise99,2014,242,6,19,-79.8632,40.3870,0.000
Eleven,unvegan,2014,199,5,23,-79.9932,40.4461,0.000
Eleven,MemoirsOfAGrump,2014,215,0,15,-79.9932,40.4461,0.000
Eleven,michgal_ga,2014,296,4,23,-79.9932,40.4461,0.000
Eleven,unvegan,2014,199,5,23,-79.9932,40.4461,0.000
Eleven,MemoirsOfAGrump,2014,215,0,15,-79.9932,40.4461,0.000
Eleven,michgal_ga,2014,296,4,23,-79.9932,40.4461,0.000
Keystone Building,IPhillyBoy2011,2014,100,4,11,-79.9593,40.4413,0.000
grit &amp; grace,dzessss,2014,161,2,23,-80.0022,40.4416,0.318
grit &amp; grace,BrianSkripac,2015,307,2,23,-80.0022,40.4416,0.286
grit &amp; grace,mrstevegross,2014,278,0,22,-80.0022,40.4416,0.286
grit &amp; grace,kirbypuckett,2014,365,3,23,-80.0022,40.4416,0.259
grit &amp; grace,JamesBero,2014,25,6,23,-80.0022,40.4416,0.259
grit &amp; grace,mrstevegross,2014,44,4,2,-80.0022,40.4416,0.259
grit &amp; grace,mgeeezyy,2014,55,1,23,-80.0022,40.4416,0.318
grit &amp; grace,mrstevegross,2014,75,0,2,-80.0022,40.4416,0.259
grit &amp; grace,thekaleproject,2014,84,2,23,-80.0022,40.4416,0.318
grit &amp; grace,mrstevegross,2014,125,1,23,-80.0022,40.4416,0.318
grit &amp; grace,Bsamuels88,2015,186,0,21,-80.0022,40.4416,0.286
grit &amp; grace,mls328,2015,245,3,23,-80.0022,40.4416,0.286
grit &amp; grace,larrywshields,2015,247,5,22,-80.0022,40.4416,0.259
grit &amp; grace,Bsamuels88,2015,186,0,21,-80.0022,40.4416,0.286
grit &amp; grace,Bsamuels88,2015,186,0,21,-80.0022,40.4416,0.286
grit &amp; grace,Bsamuels88,2015,186,0,21,-80.0022,40.4416,0.286
grit &amp; grace,dzessss,2014,161,2,23,-80.0022,40.4416,0.318
grit &amp; grace,dzessss,2014,161,2,23,-80.0022,40.4416,0.318
K. Leroy Irvis Science Center,philsy28,2014,98,2,18,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,pure_wings,2015,20,2,22,-80.0151,40.4498,0.000
K. Leroy Irvis Science Center,philsy28,2014,28,2,17,-80.0153,40.4493,0.000
K. Leroy Irvis Science Center,philsy28,2014,78,3,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,113,3,18,-80.0150,40.4498,0.000
K. Leroy Irvis Science Center,philsy28,2014,51,4,18,-80.0153,40.4493,0.000
K. Leroy Irvis Science Center,philsy28,2014,58,4,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,71,3,19,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,77,2,18,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,100,4,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,92,3,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,91,2,15,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,86,4,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,84,2,18,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,pure_wings,2015,20,2,22,-80.0151,40.4498,0.000
K. Leroy Irvis Science Center,philsy28,2014,28,2,17,-80.0153,40.4493,0.000
K. Leroy Irvis Science Center,philsy28,2014,78,3,17,-80.0152,40.4495,0.000
K. Leroy Irvis Science Center,philsy28,2014,113,3,18,-80.0150,40.4498,0.000
Pittsburgh job corps,IPhillyBoy2011,2014,94,5,20,-79.9044,40.4766,0.000
Head Board Shop,PghTasteBudB,2014,53,6,17,-79.9716,40.4282,0.000
The Fortress,JIMMYT_MCFC,2014,108,5,13,-80.0933,40.4314,0.000
The Fortress,JIMMYT_MCFC,2014,108,5,13,-80.0933,40.4314,0.000
Bar Louie Waterfront,Cheeky_Baby410,2014,326,6,3,-79.9175,40.4072,0.000
Bar Louie Waterfront,Cheeky_Baby410,2014,326,6,3,-79.9175,40.4072,0.000
Campus Deli,Teddybear60,2014,32,6,17,-79.9549,40.4373,0.000
Campus Deli,Teddybear60,2014,32,6,17,-79.9549,40.4373,0.000
Crescent School Early Childhood Center,cutiehique,2014,87,5,14,-79.8811,40.4544,0.000
PensGear,M3gannn__,2014,122,5,20,-79.9894,40.4395,0.000
PensGear,lvallana,2014,112,2,14,-79.9659,40.4278,0.000
PensGear,M3gannn__,2014,122,5,20,-79.9894,40.4395,0.000
Big Jims Restaurant &amp; Bar,JosephNovak,2014,286,1,22,-79.9497,40.4270,0.000
Big Jims Restaurant &amp; Bar,Christophe1967,2014,175,2,7,-79.9497,40.4270,0.000
Big Jims Restaurant &amp; Bar,unvegan,2014,114,4,23,-79.9497,40.4270,0.000
Big Jims Restaurant &amp; Bar,mpizutti,2014,64,3,20,-79.9497,40.4270,0.000
Big Jims Restaurant &amp; Bar,gurujonah,2014,75,0,23,-79.9497,40.4270,0.000
Big Jims Restaurant &amp; Bar,mpizutti,2014,64,3,20,-79.9497,40.4270,0.000
Brentwood Fireworks,BobbyOBobby,2014,186,6,1,-79.9688,40.3816,0.000
Teutonia Mannerchor,IPhillyBoy2011,2014,135,4,12,-79.9948,40.4551,0.000
Teutonia Mannerchor,IPhillyBoy2011,2014,135,4,12,-79.9948,40.4551,0.000
crafton childrens corner,IPhillyBoy2011,2014,97,1,21,-80.0388,40.4275,0.000
Cabaret Theater at Theater Square,IPhillyBoy2011,2014,135,4,12,-80.0013,40.4430,0.000
Yuva India Indian Eatery,Boodz_,2014,95,6,23,-79.9487,40.4449,0.000
Yuva India Indian Eatery,timparenti,2015,120,4,23,-79.9487,40.4449,0.000
Yuva India Indian Eatery,lsuper,2014,40,0,0,-79.9487,40.4449,0.000
Yuva India Indian Eatery,oltramale,2014,72,4,0,-79.9487,40.4449,0.000
Yuva India Indian Eatery,lsuper,2014,128,4,1,-79.9487,40.4449,0.000
Yuva India Indian Eatery,colindean,2015,184,5,18,-79.9487,40.4449,0.000
Yuva India Indian Eatery,sonic13oom,2014,248,5,15,-79.9487,40.4449,0.000
Yuva India Indian Eatery,sebelcher,2014,39,6,22,-79.9487,40.4449,0.000
Yuva India Indian Eatery,lsuper,2014,102,6,17,-79.9487,40.4449,0.000
Yuva India Indian Eatery,oltramale,2014,72,4,0,-79.9487,40.4449,0.000
Yuva India Indian Eatery,lsuper,2014,128,4,1,-79.9487,40.4449,0.000
Yuva India Indian Eatery,Boodz_,2014,95,6,23,-79.9487,40.4449,0.000
Yuva India Indian Eatery,sonic13oom,2014,248,5,15,-79.9487,40.4449,0.000
Yuva India Indian Eatery,sebelcher,2014,39,6,22,-79.9487,40.4449,0.000
Yuva India Indian Eatery,lsuper,2014,102,6,17,-79.9487,40.4449,0.000
Yuva India Indian Eatery,colindean,2015,184,5,18,-79.9487,40.4449,0.000
Yuva India Indian Eatery,colindean,2015,184,5,18,-79.9487,40.4449,0.000
Yuva India Indian Eatery,Boodz_,2014,95,6,23,-79.9487,40.4449,0.000
The Talent Group,idreamoftravel,2014,30,4,17,-79.9758,40.4579,0.318
The Talent Group,idreamoftravel,2014,30,4,17,-79.9758,40.4579,0.318
Carnegie Lecture Hall,angidas,2015,302,4,23,-79.9497,40.4423,0.000
Carnegie Lecture Hall,barbarflouds,2014,284,6,0,-79.9497,40.4423,0.000
Carnegie Lecture Hall,barbarflouds,2014,284,6,0,-79.9497,40.4423,0.000
Koenig Field,dshank92,2015,146,2,23,-79.8885,40.4330,0.000
Koenig Field,dshank92,2015,146,2,23,-79.8885,40.4330,0.000
Koenig Field,IPhillyBoy2011,2014,57,3,22,-79.8885,40.4330,0.000
Koenig Field,dshank92,2015,146,2,23,-79.8885,40.4330,0.000
R. Market,PghRunner74,2014,108,5,21,-79.9253,40.4571,0.000
R. Market,PghRunner74,2014,116,6,1,-79.9253,40.4573,0.000
R. Market,PghRunner74,2014,108,5,21,-79.9253,40.4571,0.000
R. Market,PghRunner74,2014,116,6,1,-79.9253,40.4573,0.000
Grown &amp; Sexy 2,Twism44,2014,327,0,4,-79.9791,40.4543,0.327
Grown &amp; Sexy 2,Twism44,2014,327,0,4,-79.9791,40.4543,0.327
Grown &amp; Sexy 2,Twism44,2014,327,0,4,-79.9791,40.4543,0.327
RiverCity Flats,IPhillyBoy2011,2014,100,4,3,-79.9785,40.4374,0.000
CCAC Foerster Student Services Center,philsy28,2014,121,4,16,-80.0148,40.4500,0.000
CCAC Foerster Student Services Center,philsy28,2014,121,4,16,-80.0148,40.4500,0.000
CCAC Foerster Student Services Center,philsy28,2014,127,3,20,-80.0148,40.4500,0.000
CCAC Foerster Student Services Center,philsy28,2014,125,1,19,-80.0148,40.4500,0.000
Anthrocon dealers den,brexx_nirpaw,2015,192,6,20,-79.9965,40.4457,0.000
Anthrocon dealers den,brexx_nirpaw,2015,193,0,18,-79.9961,40.4457,0.000
Anthrocon dealers den,Tillikum_V,2015,193,0,18,-79.9965,40.4457,0.000
Anthrocon dealers den,brexx_nirpaw,2015,192,6,20,-79.9965,40.4457,0.000
Anthrocon dealers den,brexx_nirpaw,2015,193,0,18,-79.9961,40.4457,0.000
Anthrocon dealers den,Tillikum_V,2015,193,0,18,-79.9965,40.4457,0.000
Anthrocon dealers den,brexx_nirpaw,2015,192,6,20,-79.9965,40.4457,0.000
Anthrocon dealers den,brexx_nirpaw,2015,193,0,18,-79.9961,40.4457,0.000
Anthrocon dealers den,Tillikum_V,2015,193,0,18,-79.9965,40.4457,0.000
Phong May House,Preebs,2014,197,3,21,-80.0550,40.4271,0.000
Phong May House,Preebs,2014,197,3,21,-80.0550,40.4271,0.000
Phong May House,Preebs,2014,197,3,21,-80.0550,40.4271,0.000
Page Dairy Mart,kopitarus,2015,205,5,0,-79.9558,40.4112,0.000
Page Dairy Mart,spode411,2015,264,1,0,-79.9558,40.4112,0.000
Page Dairy Mart,budherrodjr,2015,120,4,23,-79.9558,40.4112,0.000
Page Dairy Mart,kopitarus,2015,87,6,22,-79.9558,40.4112,0.000
Page Dairy Mart,spots87,2015,241,6,23,-79.9558,40.4112,0.000
Page Dairy Mart,bryan_koval,2015,244,2,0,-79.9558,40.4112,0.000
Page Dairy Mart,spode411,2015,248,6,17,-79.9558,40.4112,0.000
Page Dairy Mart,SetsuntaMew,2014,188,1,0,-79.9558,40.4112,0.000
Page Dairy Mart,spode411,2014,297,5,0,-79.9558,40.4112,0.000
Page Dairy Mart,chelseyhoughton,2014,73,5,15,-79.9558,40.4112,0.000
Page Dairy Mart,SetsuntaMew,2014,182,2,0,-79.9558,40.4112,0.000
Page Dairy Mart,SetsuntaMew,2014,174,1,23,-79.9558,40.4112,0.000
Page Dairy Mart,meganguza,2014,89,0,1,-79.9558,40.4112,0.000
Page Dairy Mart,spode411,2014,105,2,1,-79.9558,40.4112,0.000
Page Dairy Mart,smilinforlife,2014,166,0,2,-79.9558,40.4112,0.000
Page Dairy Mart,wcoder,2014,163,4,22,-79.9558,40.4112,0.000
Page Dairy Mart,spode411,2014,153,1,0,-79.9558,40.4112,0.000
Page Dairy Mart,kopitarus,2015,87,6,22,-79.9558,40.4112,0.000
Page Dairy Mart,kopitarus,2015,87,6,22,-79.9558,40.4112,0.000
Page Dairy Mart,timparenti,2015,238,3,1,-79.9558,40.4112,0.000
Page Dairy Mart,spots87,2015,241,6,23,-79.9558,40.4112,0.000
Bus Stop At Dallas &amp; Penn,IPhillyBoy2011,2014,47,0,3,-79.9088,40.4510,-0.196
North Way Christian Community,galejklol,2014,123,6,22,-79.9597,40.4397,0.000
Thai Hana 500 Liberty Avenue,StephsGoodLife,2014,150,5,17,-80.0074,40.4432,0.298
Thai Hana 500 Liberty Avenue,StephsGoodLife,2014,150,5,17,-80.0074,40.4432,0.298
South Zone Fire Dispatch,IPhillyBoy2011,2014,47,0,13,-79.8969,40.4507,-0.255
VA Pharmacy,tonkakidd,2014,73,5,13,-79.9619,40.4467,0.000
FBA Overlook Featuring George And Squanto,_DjRyan,2014,88,6,0,-80.0252,40.4402,0.000
Federal North Medical Office Building,spode411,2014,48,1,18,-80.0074,40.4568,0.000
Federal North Medical Office Building,spode411,2014,48,1,18,-80.0074,40.4568,0.000
Federal North Medical Office Building,spode411,2014,48,1,18,-80.0074,40.4568,0.000
My Furry Domain,TheFluffyFur,2015,52,6,2,-79.9650,40.3680,0.000
My Furry Domain,TheFluffyFur,2015,115,6,23,-79.9650,40.3680,0.000
My Furry Domain,TheFluffyFur,2015,52,6,2,-79.9650,40.3680,0.000
The Beer Garden,M_Pedulla,2015,274,4,21,-79.9964,40.4444,0.000
The Beer Garden,M_Pedulla,2015,274,4,21,-79.9964,40.4444,0.000
The Beer Garden,M_Pedulla,2015,274,4,21,-79.9964,40.4444,0.000
The Beer Garden,M_Pedulla,2015,274,4,21,-79.9964,40.4444,0.000
The Beer Garden,M_Pedulla,2015,274,4,21,-79.9964,40.4444,0.000
Signatures Salon,gurujonah,2014,142,4,14,-79.9328,40.4515,0.000
Drum Bar,ParrotHead134,2015,200,0,4,-80.0219,40.4466,0.000
Drum Bar,Handlovitch,2014,81,6,1,-80.0219,40.4466,0.000
Colonial Cleaners,IPhillyBoy2011,2014,25,6,4,-79.9243,40.4290,0.000
Colonial Cleaners,IPhillyBoy2011,2014,34,1,2,-79.9243,40.4290,0.000
Food,be_betterring,2015,16,5,18,-79.9503,40.4490,0.000
Food,GiseleColaco,2014,75,0,22,-79.9817,40.4525,0.000
Food,GiseleColaco,2014,75,0,22,-79.9817,40.4525,0.000
Happy Fun Dolphin Playland,IPhillyBoy2011,2014,108,5,2,-80.0100,40.5008,0.538
Bricolage,NerdasaurusJess,2014,339,5,0,-79.9965,40.4431,0.000
Bricolage,IPhillyBoy2011,2014,135,4,12,-79.9965,40.4431,0.000
Bricolage,IPhillyBoy2011,2014,135,4,12,-79.9965,40.4431,0.000
Bricolage,IPhillyBoy2011,2014,135,4,12,-79.9965,40.4431,0.000
Cogos,IPhillyBoy2011,2014,138,0,22,-79.9030,40.3865,0.000
Cogos,IPhillyBoy2011,2014,138,0,22,-79.9030,40.3865,0.000
Department of Court Records,IPhillyBoy2011,2014,83,1,0,-79.9966,40.4385,0.000
Department of Court Records,IPhillyBoy2011,2014,83,1,0,-79.9966,40.4385,0.000
Inside A Box,IPhillyBoy2011,2014,156,4,11,-80.0666,40.4734,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2015,144,0,16,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BlakeMP,2015,153,2,22,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,216,1,19,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,289,4,21,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,chrissytinaaa,2014,295,3,0,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,G33kyG1rl,2014,103,0,21,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,124,0,16,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,IPhillyBoy2011,2014,147,2,0,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2015,144,0,16,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,216,1,19,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,289,4,21,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,chrissytinaaa,2014,295,3,0,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,G33kyG1rl,2014,103,0,21,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,BillPowell92,2014,124,0,16,-80.0304,40.4127,0.000
Beto's Pizza &amp; Restaurant,IPhillyBoy2011,2014,147,2,0,-80.0304,40.4127,0.000
Take A Break,fouxdafafa,2015,67,0,3,-79.9607,40.4647,0.000
Take A Break,seandolinar,2014,136,5,1,-79.9607,40.4647,0.000
Take A Break,TSHEFF_FRESHA,2015,112,3,5,-79.9607,40.4647,0.000
Take A Break,fouxdafafa,2015,67,0,3,-79.9607,40.4647,0.000
Take A Break,seandolinar,2014,136,5,1,-79.9607,40.4647,0.000
Squirrel Hill Shopping District,joncmu,2014,197,3,17,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,198,4,20,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,sprout3292,2014,186,6,16,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,185,5,16,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,182,2,15,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,177,4,20,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,177,4,14,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,176,3,21,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,174,1,21,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,173,0,21,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,171,5,22,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,166,0,17,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,165,6,17,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,164,5,21,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,157,5,23,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,146,1,0,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,144,6,16,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,144,6,0,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,143,5,15,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,130,6,19,-79.9229,40.4380,0.000
Squirrel Hill Shopping District,joncmu,2014,119,2,23,-79.9229,40.4380,0.000
Priory Fine Pastries,apeybxx,2014,78,3,14,-79.9998,40.4538,0.231
Priory Fine Pastries,MoxieMils,2014,190,3,16,-79.9998,40.4538,0.231
Priory Fine Pastries,apeybxx,2014,78,3,14,-79.9998,40.4538,0.231
Priory Fine Pastries,apeybxx,2014,78,3,14,-79.9998,40.4538,0.231
