venue	lon	lat	user	year	doy	dow	hour	senti_val	txt
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	kaittmorris	2015	270	0	15	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	zuni315	2015	270	0	23	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	zuni315	2015	270	0	23	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	hbswampy	2015	271	1	22	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	272	2	16	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	272	2	16	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	dj_two	2015	273	3	4	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	273	3	19	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	274	4	20	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	275	5	21	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	jennadiplacido	2015	277	0	23	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	Joriiea	2015	257	1	18	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	274	4	20	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	LegacyAvenue	2015	275	5	21	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	jennadiplacido	2015	277	0	23	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	mgamberdelli3	2015	278	1	2	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	daniellel33x0	2015	278	1	23	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	allerme	2015	282	5	13	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	ATSmithJr	2015	283	6	11	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	kajalpatel97	2015	283	6	21	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	JacobRoberts_	2015	284	0	17	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	awmerchant	2015	285	1	0	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	sky_xutianyu	2015	285	1	4	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	liamrodgers3	2015	285	1	19	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	smithjo	2015	285	1	0	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	alharethAj	2014	196	2	18	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	Urbindex	2014	206	5	17	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	mani_balan	2014	214	6	15	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	jenwarner2012	2014	323	3	8	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	bhhenrique	2014	242	6	13	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	george_birman	2015	46	0	15	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	oooojoooo	2015	242	0	2	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	Chiusy	2015	306	1	21	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	rnfgio	2015	235	0	22	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	Sdronez	2015	241	6	20	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	Domi_DooWop	2015	79	5	15	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_1	-79.9773	40.4414	smithjo	2015	285	1	0	0.000	Just posted a photo Pittsburgh, Pennsylvania
selfie sunday	-79.9494	40.3849	_mellc	2015	200	0	17	0.000	Just posted a photo selfie sunday
Pittsburgh, Pennsylvania_2	-79.9961	40.4406	trelles09	2014	362	0	3	0.000	Just posted a photo Pittsburgh, Pennsylvania
Pittsburgh, Pennsylvania_2	-79.9961	40.4406	trelles09	2014	362	0	3	0.000	Just posted a photo Pittsburgh, Pennsylvania
Federal Street_1	-80.0065	40.4546	JoshLouie	2014	90	1	17	0.000	Just posted a photo Federal Street
Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA	-79.9499	40.4449	timorlang	2014	121	4	16	0.000	Just posted a photo Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA
Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA	-79.9499	40.4449	timorlang	2014	144	6	22	0.000	Just posted a photo Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA
Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA	-79.9499	40.4449	timorlang	2014	144	6	22	0.000	Just posted a photo Saint Nicholas Greek Orthodox Cathedral, Pittsburgh, PA
Theater Square Parking Garage in Downtown Pittsburgh	-80.0009	40.4432	JohnnieMetal	2015	239	4	4	0.000	Just posted a photo Theater Square Parking Garage in Downtown Pittsburgh
Theater Square Parking Garage in Downtown Pittsburgh	-80.0009	40.4432	JohnnieMetal	2015	239	4	4	0.000	Just posted a photo Theater Square Parking Garage in Downtown Pittsburgh
Hookah Bookah	-79.9694	40.4277	Khalaf22	2014	208	0	1	0.000	Just posted a photo Hookah Bookah
Petersen Events Center	-79.9621	40.4442	senatorCK	2014	365	3	0	0.000	Just posted a photo Petersen Events Center
Petersen Events Center	-79.9621	40.4442	senatorCK	2014	365	3	0	0.000	Just posted a photo Petersen Events Center
Mr. Smalls	-79.9723	40.4808	BridgetteAlexis	2014	188	1	0	0.000	Just posted a photo Mr. Smalls
Mr. Smalls	-79.9723	40.4808	PACO_724	2014	222	0	23	0.000	Just posted a photo Mr. Smalls
Mr. Smalls	-79.9723	40.4808	dryad_girl	2014	97	1	23	0.000	Just posted a photo Mr. Smalls
Le Mardi Gras	-79.9347	40.4513	ATSmithJr	2015	284	0	1	0.000	Just posted a photo Le Mardi Gras
Le Mardi Gras	-79.9347	40.4513	ATSmithJr	2015	284	0	1	0.000	Just posted a photo Le Mardi Gras
Dormont Park	-80.0433	40.3969	mani_balan	2014	211	3	18	0.000	Just posted a photo Dormont Park
Dormont Park	-80.0433	40.3969	edkalix	2014	284	6	20	0.000	Just posted a photo Dormont Park
Dormont Park	-80.0433	40.3969	edkalix	2014	284	6	20	0.000	Just posted a photo Dormont Park
Dormont Park	-80.0433	40.3969	JohnnyStLethal	2014	143	5	19	0.000	Just posted a photo Dormont Park
212 Peebles St. Unit B	-79.8934	40.4451	remingtonbrooks	2014	297	5	14	0.000	Just posted a photo 212 Peebles St. Unit B
Downtown/ Northshore	-80.0131	40.4450	01sweetworld	2015	182	3	4	0.000	Just posted a photo Downtown/ Northshore
Downtown/ Northshore	-80.0131	40.4450	01sweetworld	2015	182	3	4	0.000	Just posted a photo Downtown/ Northshore
Ballroom Central Pittsburgh	-80.0346	40.3687	ryansmith1984	2015	233	5	19	0.000	Just posted a photo Ballroom Central Pittsburgh
Wigle Whiskey	-79.9813	40.4544	CaznRubyzDad	2014	108	5	23	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	CaznRubyzDad	2014	108	5	23	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	CaznRubyzDad	2014	108	5	23	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	CaznRubyzDad	2014	108	5	23	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	CaznRubyzDad	2014	108	5	23	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	JoshLouie	2014	298	6	18	0.000	Just posted a photo Wigle Whiskey
Wigle Whiskey	-79.9813	40.4544	JoshLouie	2014	298	6	18	0.000	Just posted a photo Wigle Whiskey
Subway_2	-79.8684	40.3835	djones412	2014	275	4	20	0.000	Just posted a photo Subway
US Steel Tower	-79.9949	40.4407	llobster	2014	121	4	3	0.000	Just posted a photo US Steel Tower
US Steel Tower	-79.9949	40.4407	llobster	2014	121	4	3	0.000	Just posted a photo US Steel Tower
Carnegie Library-Downtown	-79.9974	40.4417	KeepPghDope	2015	306	1	3	0.000	Just posted a photo Carnegie Library-Downtown
Bobbie Pins Diaper Cakes & Crafts	-80.0201	40.3998	CRlSTIANA	2015	271	1	13	0.000	Just posted a photo Bobbie Pins Diaper Cakes &amp; Crafts
Bobbie Pins Diaper Cakes & Crafts	-80.0201	40.3998	CRlSTIANA	2015	271	1	13	0.000	Just posted a photo Bobbie Pins Diaper Cakes &amp; Crafts
Bobbie Pins Diaper Cakes & Crafts	-80.0201	40.3998	CRlSTIANA	2015	271	1	13	0.000	Just posted a photo Bobbie Pins Diaper Cakes &amp; Crafts
Our Home Cubovia	-79.9856	40.4509	mommyna77	2015	280	3	23	0.000	Just posted a photo Our Home Cubovia
Our Home Cubovia	-79.9856	40.4509	mommyna77	2015	280	3	23	0.000	Just posted a photo Our Home Cubovia
Our Home Cubovia	-79.9856	40.4509	mommyna77	2015	280	3	23	0.000	Just posted a photo Our Home Cubovia
CAVO Restaurant Lounge Nightclub	-79.9845	40.4513	LitoCorpuz	2014	286	1	2	0.000	Just posted a photo CAVO Restaurant Lounge Nightclub
CAVO Restaurant Lounge Nightclub	-79.9845	40.4513	AnnLaRee	2014	340	6	5	0.000	Just posted a photo CAVO Restaurant Lounge Nightclub
CAVO Restaurant Lounge Nightclub	-79.9845	40.4513	LitoCorpuz	2014	286	1	2	0.000	Just posted a photo CAVO Restaurant Lounge Nightclub
CAVO Restaurant Lounge Nightclub	-79.9845	40.4513	LitoCorpuz	2014	286	1	2	0.000	Just posted a photo CAVO Restaurant Lounge Nightclub
Sonny's Tavern	-79.9476	40.4579	gneiss_girl	2015	25	0	5	0.000	Just posted a photo Sonny's Tavern
Peppi's	-80.0006	40.4371	EVLTNssoulbro	2014	241	5	15	0.000	Just posted a photo Peppi's
West End Overlook	-80.0337	40.4458	pschfr	2014	57	3	6	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	pschfr	2014	101	5	4	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	kmox3	2015	10	6	4	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	JoshLouie	2015	47	1	22	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	JoshLouie	2014	178	5	15	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	pschfr	2014	57	3	6	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	hockey_mom43	2015	186	0	13	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	AnthScar	2015	250	1	21	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	hockey_mom43	2015	186	0	13	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	hockey_mom43	2015	186	0	13	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	pschfr	2014	57	3	6	0.000	Just posted a photo West End Overlook
West End Overlook	-80.0337	40.4458	hockey_mom43	2015	186	0	13	0.000	Just posted a photo West End Overlook
Lounge 7101	-79.8985	40.4579	FLAWLESSBYQI	2014	102	6	3	0.000	Just posted a photo Lounge 7101
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	23	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	tyler_ehrhardt	2015	250	1	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	23	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	SaraiBurch	2015	264	1	21	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	tyler_ehrhardt	2015	250	1	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	tyler_ehrhardt	2015	250	1	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	thepacketman	2015	193	0	20	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	thepacketman	2015	193	0	20	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	hannahh914	2015	194	1	21	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	AmbrosiaLynn	2015	248	6	1	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	H2Pmaddie	2015	283	6	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	AMcRare	2015	183	4	19	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	AMcRare	2015	183	4	19	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	23	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	thepacketman	2015	193	0	20	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	hannahh914	2015	194	1	21	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	H2Pmaddie	2015	283	6	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	nadeemo9999	2015	233	5	22	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Phipps Conservatory and Botanical Gardens_1	-79.9520	40.4344	JaynaLindner	2015	234	6	17	0.000	Just posted a photo Phipps Conservatory and Botanical Gardens
Dorothy 6 Cafe	-79.9098	40.4073	steelman3300	2015	40	1	1	0.000	Just posted a photo Dorothy 6 Cafe
Dorothy 6 Cafe	-79.9098	40.4073	steelman3300	2015	40	1	1	0.000	Just posted a photo Dorothy 6 Cafe
Dorothy 6 Cafe	-79.9098	40.4073	steelman3300	2015	40	1	1	0.000	Just posted a photo Dorothy 6 Cafe
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Pyrotopia	-79.9056	40.3981	JoshLouie	2014	132	1	1	0.000	Just posted a photo Pyrotopia
Three Rivers Art Festival Pittsburgh Pa	-80.0058	40.4424	AmyCapComedy	2015	157	6	18	0.286	Just posted a photo Three Rivers Art Festival Pittsburgh Pa
Three Rivers Art Festival Pittsburgh Pa	-80.0058	40.4424	AmyCapComedy	2015	157	6	18	0.286	Just posted a photo Three Rivers Art Festival Pittsburgh Pa
Cathedral of Hope	-79.9256	40.4610	iamjocco	2015	110	1	21	0.367	Just posted a photo Cathedral of Hope
Steel Cactus Mexican Restaurante & Cantina	-79.9335	40.4513	Mally089	2014	124	0	2	0.000	Just posted a photo Steel Cactus Mexican Restaurante &amp; Cantina
Steel Cactus Mexican Restaurante & Cantina	-79.9335	40.4513	Mally089	2014	124	0	2	0.000	Just posted a photo Steel Cactus Mexican Restaurante &amp; Cantina
Amazing Cafe	-79.9832	40.4287	Therealmandyy	2015	53	0	15	0.487	Just posted a photo Amazing Cafe
Amazing Cafe	-79.9832	40.4287	Andy1Volz	2014	112	2	17	0.487	Just posted a photo Amazing Cafe
Amazing Cafe	-79.9832	40.4287	Andy1Volz	2014	112	2	17	0.487	Just posted a photo Amazing Cafe
10th Street Bridge	-79.9892	40.4326	JoshLouie	2014	244	1	23	0.000	Just posted a photo 10th Street Bridge
Holland Hall at Pitt	-79.9560	40.4431	ryleighalysonn	2015	237	2	2	0.000	Just posted a photo Holland Hall at Pitt
PAPA World Headquarters	-80.0950	40.4001	dri374	2014	87	5	18	0.000	Just posted a photo PAPA World Headquarters
PAPA World Headquarters	-80.0950	40.4001	dri374	2014	87	5	18	0.000	Just posted a photo PAPA World Headquarters
PAPA World Headquarters	-80.0950	40.4001	dri374	2014	87	5	18	0.000	Just posted a photo PAPA World Headquarters
Atria's Restaurant	-80.0040	40.4472	coolc_412	2014	126	2	17	0.000	Just posted a photo Atria's Restaurant
Atria's Restaurant	-80.0040	40.4472	coolc_412	2014	126	2	17	0.000	Just posted a photo Atria's Restaurant
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	suzieemanuel	2015	146	2	0	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	Court_Leigh24	2015	277	0	20	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	DrewLudwig	2015	280	3	22	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	Court_Leigh24	2015	277	0	20	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	DrewLudwig	2015	280	3	22	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	suzieemanuel	2015	141	4	0	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	suzieemanuel	2015	146	2	0	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	suzieemanuel	2015	141	4	0	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	Court_Leigh24	2015	277	0	20	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	Court_Leigh24	2015	277	0	20	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	DrewLudwig	2015	280	3	22	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Pittsburgh Pirates Baseball - PNC Park	-80.0059	40.4466	suzieemanuel	2015	141	4	0	0.000	Just posted a photo Pittsburgh Pirates Baseball - PNC Park
Police Memorial	-80.0135	40.4450	BCardis1	2015	271	1	11	0.000	Just posted a photo Police Memorial
Police Memorial	-80.0135	40.4450	BCardis1	2015	271	1	11	0.000	Just posted a photo Police Memorial
Police Memorial	-80.0135	40.4450	BCardis1	2015	271	1	11	0.000	Just posted a photo Police Memorial
Carnegie Science Center	-80.0182	40.4459	tjmkgray	2015	59	6	19	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	danh1126	2015	270	0	14	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	starcat81	2014	97	1	20	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	starcat81	2014	97	1	20	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	Juunoswow	2014	99	3	17	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	tjmkgray	2015	59	6	19	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	starcat81	2014	97	1	20	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	emily4732	2015	38	6	0	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	emily4732	2015	19	1	19	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	emily4732	2015	38	6	0	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	emily4732	2015	19	1	19	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	starcat81	2014	97	1	20	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	Juunoswow	2014	99	3	17	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	tjmkgray	2015	59	6	19	0.000	Just posted a photo Carnegie Science Center
Carnegie Science Center	-80.0182	40.4459	danh1126	2015	270	0	14	0.000	Just posted a photo Carnegie Science Center
studio	-80.0160	40.4521	LightChaser76	2014	310	4	22	0.000	Just posted a photo studio
Rachel Carson Bridge	-79.9998	40.4467	BenzaBurgh	2014	81	6	3	0.000	Just posted a photo Rachel Carson Bridge
